tweet_id,airline_sentiment,text
570212047692161025,neutral,@JetBlue A month ago I had a flight booked but then had to Cancelled Flight it... I'm now Flight Booking Problems a separate flight for a different occasion.
570211016308596736,neutral,@JetBlue hi friend! Question for you when you have a moment.
570208115205021696,positive,"“@JetBlue: @jannasaurusrex Thanks for the kind words, Janna! #WeAppreciateYou #TrueBlue” and now I'M feeling like a boss #jetbluefame"
570206077826039808,positive,@JetBlue boarding the back of the airplane first. Like a boss. #sosmart #jetblue #frequentflyerappreciates #alsoyayforsnacks
570204309041893376,positive,@JetBlue sooo earlier i said i couldnt fly with you for my school trip but now i can! 😏
570200546679726082,negative,@JetBlue why was Flight 1856 delayed to Buffalo ?  It’s a direct flight and the plane is at the gate.
570199572435185664,negative,@JetBlue we are missing our connecting transportation in Puerto Rico as a result. Need to get to Vieques today.
570198506222194692,negative,@JetBlue we were supposed to be Vieques by 3pm
570198409497288705,negative,@JetBlue your customer service today was deplorable.  There were plenty of ways u could have gotten us on that flight. #badcustomerservice
570198289376677888,negative,"@JetBlue absolutely. The missed connection caused us to miss our ferry to Vieques. Get us to Vieques. Also, flight vouchers. #PRBound"
570197146894520320,neutral,"@JetBlue Hi there, any rough idea of when January 2016 flights will be made available?"
570195373018505216,negative,@JetBlue why do this to me sending N598JB to UVF today and its a weekday why not a weekend :'(
570195036782133248,positive,@JetBlue why are you always so amazing! #jetblue #trueblue http://t.co/iIMTJxcvLG
570193464467570688,negative,"@JetBlue, I've experienced better service making connecting flight from @united and @AmericanAir #badcustomerservice #jfk #pr"
570192452486889473,neutral,@JetBlue now out of A gates and into main terminal @ DCA. @NATCA members keeping watch from ATCT. #avgeek http://t.co/hPsiEaokwh
570190438281248768,positive,@JetBlue great will do once I land in JFK
570184343857045504,negative,@JetBlue service getting worse and worse. Plane can't fly waiting on a 2nd aircraft. So much for planning.
570179466716176384,positive,@JetBlue haha. TY. Do you know what time that lane opens at Logan?
570174713072369664,neutral,"@JetBlue Flight 1447 (N351JB) ""JBLU"" arrives at @FlyTPA following flight from Westchester County Airport http://t.co/xX2M2jxQep"
570173181727674368,negative,@JetBlue no seat assignment 5 mins before a flight...line 20 people deep. Guess I'm sitting with the baggage? @MarinaDomine
570168203470446592,neutral,"@JetBlue here we go again, 2nd round trip to CA in a week #TrueBlue"
570137183442608128,positive,@JetBlue sure is 💙
570121321192894464,neutral,@JetBlue wants Customs at Long Beach Airport for future international flights. By @EricBradleyPT http://t.co/J6Hb4JDvER cc: @BrianSumers
570102708734197760,negative,@JetBlue the worst flying experience I've ever suffered through. I'd appreciate my money back.
570095219091361792,positive,"@JetBlue after my second call to customer service and the fifth person I talked to, an amazing rep fixed it in about 5 mins! :) #persistence"
570093964059156481,neutral,RT @JetBlue: Our fleet's on fleek. http://t.co/WEZUMDimYF
570088573598355456,positive,@JetBlue thanks so much!
570087324949864448,negative,@JetBlue my wife sent me a family invite but I never accepted it. She should not be locked into a family account that never got created.
570084883332239360,neutral,@JetBlue Hey guys do you have a tail number assigned yet to flight 1373 for tomorrow?
570084632999428096,negative,@JetBlue I spent an hour on the phone with customer service only to find out that they can't help. Need help with family pooling asap.
570083989601411072,neutral,At the airport ready to get this @JetBlue red eye going.... Soooooo sleepy.  #NoPlaceLikeHome #eventhoughits2degreesathome
570083380265689088,negative,@JetBlue customer service says since my wife setup a family account that she now can't join mine for a year???  Help me fix please.
570079918782095360,negative,@JetBlue full to capacity. I also pid extra for these seats. Perhaps the crew could be more helpful.
570077234570010624,negative,@JetBlue we have. Twice. They said they can't dim those lights. But they did on our first flight.
570076673162543104,neutral,“@JetBlue: @maatkare67 We hope you're still our bae! @TatianaKing @thewayoftheid”haa man
570076595647426560,neutral,@JetBlue its domestic I just wanted more of an idea so I don't get surprised.
570075711433609216,positive,@JetBlue That makes two of us! Lol #Blushing
570073705507725313,neutral,@JetBlue would a storage container like this green one be acceptable to check in with luggage? 18Gal totes http://t.co/mJtK2SFuhG
570073661241057280,positive,@JetBlue Happy Anniversary!! It's hard to believe you're 15!! You're so young!
570073592848715776,negative,@JetBlue JFK NYC staff is amazing. The #lax JetBlue... Sending an email with details but it was a disappointing experience @JetBlueCheeps
570070740566990848,positive,@JetBlue #1680 Super smooth flight and landing. Nicely done.
570068045500194816,neutral,@JetBlue try harder. Take a winners attitude to your work.
570066859330019329,negative,@JetBlue you can do better than this. And you can do better for me and all the passengers. #flight108 jfk to pwm.
570066554848743424,negative,@JetBlue we would have been up in the air by now. Now our new plane we've been redirected to has mechanical errors aka more delays 2/3
570066245195829249,negative,@JetBlue you delay all my flights. Then you redirect my gate. Then you tell me had we stuck with the original gate we would have 1/3
570066175008350208,neutral,“@JetBlue: Our fleet's on fleek. http://t.co/Vxn2J36M7V” this happened
570066166930145280,negative,@JetBlue - Definitely no note from whoever stole from me.
570065109961322496,negative,@JetBlue but the 4 hour policy- when I called and they said I didn't report it soon enough. What would have changed if I had noticed sooner?
570063322449616896,negative,@JetBlue - Hopefully that will help someone in the future. Would there have been a different procedure if I had discovered the theft sooner?
570061375592136706,negative,@JetBlue - I did that as soon as I realized. Will they try to figure out who is stealing from people's bags? Security cameras? Anything?
570060184908910592,negative,"@JetBlue - I did, but since I was stranded in SYR without a ride I missed the window of opportunity to have rights in this matter. (4 hours)"
570059496300548096,negative,@JetBlue absolutely no worries. I'm just never flying with you again. Ever. Even I have to hitch hike cross country #passengersarepeople
570059462976917507,negative,@JetBlue DONT LOSE MY LUGGAGE!!!
570059116066017280,negative,@jetblue you just directed me to your mobile website. Where is the direct link? GET IT TOGETHER!
570058565974675456,negative,@JetBlue if I had made as many mistakes as you in as short a period of time. I would I have lost my job at this point!!!
570058262743101440,negative,@JetBlue I understand why ur doing it. But for someone who just traveled 2+ hours to get here early. Relax b4 flight etc. Adv notice maybe??
570056726793359360,negative,@JetBlue not one of my four flights this trip has been on time. What the he'll is your companies problem?
570051731033235456,neutral,Stop this madness RT @JetBlue: Our fleet's on fleek. http://t.co/7x9uSbj2FV
570050603851710464,neutral,@JetBlue I can't find a good photo of it... You got one? #goodnight
570049623697461248,positive,"@JetBlue FYI, I'm onboard #616 comfortably travelling to JFK, seat was no problem as you said. Thanks for making flying more civilized!"
570049018820042752,positive,"@JetBlue I like "" Follow @JetBlue """
570048915518533634,neutral,@JetBlue or she ;)
570048890466111488,negative,@JetBlue @DatingRev mco to lag two hour delay and sitting in Tarmac going on 40 minutes with infants crying on plane!! Get us off this plane
570048804550004737,negative,"@JetBlue what maintenance?  The flight landed from Jamaica, has to go through security then get to term 3 then cleaned then board"
570047938401071105,negative,@JetBlue that's not a answer!
570047651875594240,neutral,@JetBlue if i ask ask the pilot will he tell me the name of our aiecraft
570047059878936576,neutral,@JetBlue AIRPORT CODE TEST GO. SLC.  BOS MCO
570045153295011841,neutral,“@JetBlue: Our fleet's on fleek. http://t.co/BBM6PAbORt” &lt;&lt;Now THAT is fuckin funny. 😂
570044715321569280,neutral,@JetBlue Do you have any flights with lie flat seating from STL to PDX on or around the date of March 5?
570043468321419264,neutral,@JetBlue formally requests @LBAirport and @LongBeachCity to establish customs facilities for international flights http://t.co/jByVMsOd29
570042533679656960,negative,See what you started now @nytimes RT @JetBlue: Our fleet's on fleek. http://t.co/atd2Sm8HF4
570042339575640066,negative,".@JetBlue Navigating through 2 rebooks due to flu &amp; ice to visit my Mother.  Your CS reps have been so very helpful, patient and friendly."
570040888321318912,neutral,@JetBlue Are all of your flights out of Charleston tomorrow on-time or is there a possibility for delays/Cancelled Flightlations?
570039630973829120,negative,@JetBlue well our plane just landed at the international terminal... so they announced the 10 pm new time.
570038962561134594,negative,@JetBlue there were seats but after waiting on hold for 20 minutes they were gone-now she has to stay another night in charleston-very pricy
570037998773018624,negative,"@JetBlue not ok to Cancelled Flight flight 1274 tmrw for ""weather"" &amp; to rebook 4 flight the next day when there is flight tmrw night. no compensation?"
570035525761011713,negative,@JetBlue I guess you weren't able to do anything to improve the time.. and now it looks even Late Flightr.. going to be a #zombie tomorrow
570032796472778752,neutral,Welp. “@JetBlue: Our fleet's on fleek. http://t.co/kwUEk1uKbC”
570030390309552128,neutral,@JetBlue plan to repair its brand http://t.co/ui9M8YpzH2 via @WSJ
570027259999821824,neutral,@JetBlue ok is I hope thy the Bahamas next
570025186000539648,neutral,“@JetBlue: Our fleet's on fleek. http://t.co/7XMaV13G2W” http://t.co/Ela7TNtcIR
570023530466840576,positive,"@JetBlue Not trying to make you look bad, on your website it says: ""Due to weather in the Charleston, NC"" Its actually in SC, not NC"
570021779521085440,neutral,"@JetBlue can your people working this contact me, I have a project in the works."
570021223482191873,neutral,"@JetBlue When chging flight, isit possible to pay the fare difference in dollars when the ticket was bought completely via point redemption?"
570020255793352704,negative,"@JetBlue we're home, you guys recovered, now we can laugh about it and the extra day in barbados. Will you open Cuba soon?"
570018254271463424,negative,"@JetBlue Am I the only one who had to look that up? I must be getting old...
 #damn"
570016890996723713,neutral,Oh yeah? RT @JetBlue: Our fleet's on fleek. http://t.co/FTv2NWWQF1”
570016801192456192,neutral,@JetBlue when are you guys flying it froward in the Bahamas.
570016312610709504,neutral,“@JetBlue: Our fleet's on fleek. http://t.co/M2wSg2olgo” -_-
570012934287568898,positive,"@JetBlue Btw, thanks for responding quickly!!"
570012849067720704,neutral,"@JetBlue No, it's weird!! I picked other cities just to test, those worked...not the one I want. Works on phone though, so I'll use that."
570012000648081409,negative,@JetBlue flight for tomorrow morning Cancelled Flighted &amp; can't seem to rebook me. They can't even get me a seat. No clear answer on why Cancelled Flighted.
570011803389788160,neutral,"Listen, im not gonna deny this but... RT @JetBlue: Our fleet's on fleek. http://t.co/eNXV64RkbU"
570011200613806082,neutral,👉🚪RT @JetBlue: Our fleet's on fleek. http://t.co/dSDEbodmEL
570010882069151744,positive,@JetBlue you found my camera!  Thank you!  You rock!
570009951474753537,neutral,"“@JetBlue: Our fleet's on fleek. http://t.co/g97HAbyeP5”

SMH"
570009886198796288,neutral,how sway how “@JetBlue: Our fleet's on fleek. http://t.co/tQc96tKcI9”
570009292885123072,neutral,um wut “@JetBlue: Our fleet's on fleek. http://t.co/M4UWcPxtXJ”
570008005774860289,neutral,Alright... Someone has to stop this! RT @JetBlue: Our fleet's on fleek. http://t.co/lchVJoliDg
570007995813273600,positive,Stop. Please. RT @JetBlue: Our fleet's on fleek. http://t.co/EUl6sDURbU
570007685367799808,neutral,@JetBlue SHUT THE DOOR ON YOUR WAY OUT. 🙅
570006917927575552,negative,@JetBlue does transferring trueblue points within family pooling members cost $? This is after having set up contribution-to-pool already.
570002674747367424,positive,@JetBlue Gotcha... thanks for the update. I'm ready to go whenever you are :) Enjoy your evening.
570002509906837504,neutral,@JetBlue Our non-profit ARC would love tickets as we rely on airlines for extractions in saving abducted children and returning them Home!
570001825358860289,negative,"@JetBlue Gotcha... but ""lessening the delay"" ... that part's not happening, right?"
570001706676842497,negative,"Social agencies, this is why we can't have nice things. @JetBlue: Our fleet's on fleek. http://t.co/QRxz0bGbtq"
570001601072652288,neutral,@JetBlue? | RT @WMCActionNews5: New airline expected to make its way to MEM http://t.co/Gbd5R1OlSI
570001601055883265,neutral,@JetBlue? | RT @WMCActionNews5: New airline expected to make its way to MEM http://t.co/vO3eQsEPqH
570001601051668480,neutral,@JetBlue? | RT @WMCActionNews5: New airline expected to make its way to MEM http://t.co/P6eef1zWzc
570001191796678656,positive,"@JetBlue Well, thankfully they've got a nice food court here...When will an update be posted?"
570000250225754114,neutral,smh RT @JetBlue: Our fleet's on fleek. http://t.co/IRiXaIfJJX
570000249910996992,neutral,@JetBlue @BucketObolts Same
569998019694866432,negative,“@JetBlue: Our fleet's on fleek. http://t.co/7iM9rHIvyR” Plz stop
569996914546094080,neutral,“@JetBlue: Our fleet's on fleek. http://t.co/TnKIXXrxHB” 😂😂
569996141753802752,neutral,"@JetBlue CEO's challenge: appease passengers, Wall Street - The Columbian http://t.co/pG96ys9aSW"
569994678155780096,neutral,@JetBlue @weepysweetmonty i heard youre planning on letting people fly in the overhead compartments. why would you do that?
569994012670734336,negative,@JetBlue @MrJustyn I heard companies were studying popular lingo for advertising but this is just depressing and embarrassing.
569993670482644992,negative,STOP @JetBlue
569992753649729536,negative,@jetblue any idea what caused the delay on flight 1316 FLL &gt; Jax ?
569991184120193025,positive,"@JetBlue Worked now, ty"
569990330227007488,neutral,"@JetBlue Im just saying change can be amazing, like Miami. 😉"
569989971156860928,negative,@JetBlue App still saying I can't DM you...
569989575793180672,neutral,😳 LOLOLOLOLOL “@JetBlue: Our fleet's on fleek. http://t.co/YXSwFq9tGP”
569987608912142337,negative,@JetBlue once again my flight is delayed. I hope I dont miss my  connecting. Please don't fuck me... I have a girlfriend -_-
569987325347954688,neutral,@JetBlue lmfao.
569985299448795137,neutral,@JetBlue what's good with a Miami terminal?
569984773365612544,neutral,“@JetBlue: Our fleet's on fleek. http://t.co/mpi4yuo9jR” Oh word!!!!??????
569984653920210944,neutral,@JetBlue everyone is overreacting. Keep up your swag!
569984229393637377,neutral,“@JetBlue: Our fleet's on fleek. http://t.co/5KshTUe6Q0” 😂
569983750798516225,neutral,"@JetBlue my mom always said to never settle. If your chips ain't blue, you just won't do."
569983421549834240,positive,"@JetBlue I would prefer a similar picture but full of E190 tails, but great shot!"
569983338880114688,positive,So relieved I'm flying @JetBlue after listening to everyone at the neighboring gate bitch about Spirit. My airline's better than yours.
569979057028227072,positive,“@JetBlue: Our fleet's on fleek. http://t.co/g12sn5qsqZ”- no... Yall better than this
569978798906716161,neutral,“@JetBlue: Our fleet's on fleek. http://t.co/LSYbgLF59j” let's keep it professional
569978537953902592,positive,"@JetBlue We had 2 great flights into and out of the Bahamas, even during the bad weather in the northeast, thanks for the great service!!!"
569977974176378880,neutral,"OMGee!!! @JetBlue #OnFleek Why @JetBlue Why?!? 😭😁😆😵 How many people even know what that means, lol?"
569977517945126912,neutral,@JetBlue's CEO battles to appease passengers and Wall Street - Waterbury Republican American http://t.co/fW3cy8HGdJ
569977008077148161,negative,@JetBlue received a voucher but if you want to improve relations be up front with passengers.
569973084398100480,neutral,“@JetBlue: Our fleet's on fleek. http://t.co/aJM3BhJVaa” #foh
569968565513625600,positive,@JetBlue: So excited to hear about your move towards international travel from Long Beach Airport!
569968197224439809,neutral,@JetBlue two rows
569968117037707264,neutral,“@JetBlue: Our fleet's on fleek. http://t.co/tEjrN09tfw” NOOOOOOOOOOOOOOOOOO
569968023592943616,neutral,"@JetBlue hi guys, do you have a general enquires email address please? Thanks David."
569967910417866752,positive,@JetBlue Thanks so much for talking to me! The article about #Twitter chats came out great! http://t.co/rKorHvR9z1 #contentmarketing
569967834203189248,negative,@JetBlue three hours on s delayed flight staring a blank screen. At least a heads up so you could download a movie
569967159549534208,negative,@jetblue I hate you for this 😒 https://t.co/g4WwR6VBRQ
569966440381595648,neutral,HA! “@JetBlue: Our fleet's on fleek. http://t.co/zQuTUS7epW”
569966215621246976,negative,@JetBlue you really should be more proactive with passengers when you know the entertainment system isn't working. At least let me get a mag
569965774498095105,neutral,@JetBlue hi I flew with your airline once in Australia and saw zero kangaroos. Had this been rectified
569964286954618880,neutral,No they didn't -.- “@JetBlue: Our fleet's on fleek. http://t.co/58B7swRpmq”
569963701987450880,neutral,😂😂😂 “@JetBlue: Our fleet's on fleek. http://t.co/BBaONx9txD”
569963064495366145,neutral,@JetBlue How do I know if my flight was deemed a dark flight?
569962605671919616,neutral,Bruh “@JetBlue: Our fleet's on fleek. http://t.co/W9BQiw0aou”
569962417876131840,neutral,"@JetBlue CEO battles to appease passengers, investors - Toledo Blade http://t.co/R4xJXQRX1z"
569962078791979009,neutral,@JetBlue How can I check that? I do not believe I was given a credit for that automatically. :/
569961886046760961,neutral,“@JetBlue: Our fleet's on fleek. http://t.co/HovuAIsG16” WTF 😂😂😂😂
569961785509478400,neutral,"Lol, k. “@JetBlue: Our fleet's on fleek. http://t.co/IUX94Rgc83”"
569961511440879616,neutral,“@JetBlue: Our fleet's on fleek. http://t.co/XX5QSCjlL1” @BrandsSayingBae #Freberg15
569961185107431425,negative,"Noooo don't do it, please don't do it 😩RT @JetBlue: Our fleet's on fleek. http://t.co/lsxJI0oUvR”"
569961170389618688,neutral,“@JetBlue: Our fleet's on fleek. http://t.co/pr3OeBC2N2” lol wut?
569960833884803072,neutral,............. RT @JetBlue: Our fleet's on fleek. http://t.co/X7iLzqdwe2
569960635376766976,neutral,“@JetBlue: Our fleet's on fleek. http://t.co/4LlWi5oxvO” lmfaooooo hook me up with a flight!
569960497312768000,neutral,“@JetBlue: Our fleet's on fleek. http://t.co/FVYzjLDTON” 🚶🚶🚶🚶
569960350876979200,neutral,@JetBlue Indeed. It was not 😉.
569960010249334784,negative,@JetBlue We had some major plane-wide DirectTV issues yesterday. System kept being reset by crew member.
569959737246109696,negative,@JetBlue Not helping since there's a bunch of us trying to get off at the same time.
569959406927945728,neutral,@JetBlue Need to get my 3-yr-old to Nassau (from SEA) to meet her great-granny she was named after - who just turned 103. #FlyingitForward
569959283934277633,neutral,@JetBlue Just got the time to reply and share my thoughts in greater detail via web form.
569959200891252736,neutral,YASSSSS. Da Fuccc- RT @JetBlue: Our fleet's on fleek. http://t.co/oAJ5mnuchA
569959122331836416,positive,@JetBlue you guys operate a world class company and for that I thank you
569958895700959232,neutral,“@JetBlue: Our fleet's on fleek. http://t.co/we7Pf5Ll1Y” lol!!!!!
569958873819279360,neutral,Oh wow. #sm “@JetBlue: Our fleet's on fleek. http://t.co/l0i8fnz3KU”
569958588837285890,neutral,#Real RT @JetBlue: Our fleet's on fleek. http://t.co/ERzht75kqZ
569958349514485760,negative,@JetBlue we haven't even gotten off the plane yet! I can't afford to miss my flight back to Boston! Ugh.
569958127258497025,negative,"Sorry for unfollowing, @JetBlue"
569957235033399297,negative,@JetBlue We just landed in Vegas but not allowed to leave the plane just yet. Thanks for making me miss my flight at 1 pm. #fustrated
569957094788624384,positive,"@JetBlue loved the service from the staff at Newark today. 

Good service goes along way.

I appreciate your preciation  

Nj ✈️Tampa 

🔵🔵🔵"
569956617988345856,neutral,Why lord why“@JetBlue: Our fleet's on fleek. http://t.co/nlzS1Ehnee”
569954824265076737,neutral,"“@JetBlue: Our fleet's on fleek. http://t.co/pa7dCjXlzL”

C'mon fam😭😭 just. No. Ok?"
569954556001566721,neutral,@JetBlue lord...
569954393216454656,neutral,You don't have to do this “@JetBlue: Our fleet's on fleek. http://t.co/iZfofgjzUi”
569953847797530624,neutral,@JetBlue when can we start Flight Booking Problems flights for November?
569953507874373632,neutral,“@JetBlue: Our fleet's on fleek. http://t.co/cRFrwpc1Sx”😂😂😂
569953259479277568,positive,Don't show these to Larry Fedora. RT @JetBlue: Our fleet's on fleek. http://t.co/qqlzk2jkzR
569953001751732225,neutral,NO“@JetBlue: Our fleet's on fleek. http://t.co/UgFCKErmrW”
569952664445808640,neutral,“@JetBlue: Our fleet's on fleek. http://t.co/RLWBJ80mA5” r u serious
569952605721337856,neutral,Why we can't have nice things. RT @JetBlue: Our fleet's on fleek. http://t.co/HP9RPPCvHx
569952340612149250,neutral,😂😂 RT @JetBlue: Our fleet's on fleek. http://t.co/rinzYSK6kI
569952252087177216,neutral,“@JetBlue: Our fleet's on fleek. http://t.co/1incNCaV4n” - wow
569951324508446721,positive,@JetBlue lolol @s_myc88
569951211471962112,positive,@JetBlue shows us their sense of humor with these tongue-in-cheek flight etiquette videos: http://t.co/GGuAA1JvDF
569950913554620416,negative,"Just in case you needed confirmation that ""on fleek"" is dead &amp; gone. RT @JetBlue: Our fleet's on fleek. http://t.co/G4O6yX7TMJ"
569950766389182464,neutral,but why RT @JetBlue: Our fleet's on fleek. http://t.co/W0HOAewhwS
569950567663050752,negative,@JetBlue *fights air*
569950348908982273,neutral,“@JetBlue: Our fleet's on fleek. http://t.co/Q16Xvwg0L6” .... I have to refrain what I want to say
569949718832398339,neutral,“@JetBlue: Our fleet's on fleek. http://t.co/dxn58rxDkS”@jameskraw see.
569949588527775744,neutral,STAHHPPP!!! RT @JetBlue: Our fleet's on fleek. http://t.co/VHFJGneOZO
569949297220980737,negative,No JetBlue… Just… no “@JetBlue: Our fleet's on fleek. http://t.co/mB3IPGs8zQ”
569949217843605504,negative,"Brands: Stop this shit. No, stop. RT @JetBlue Our fleet's on fleek. http://t.co/sKEbqKtxvX"
569948928864600064,neutral,Too Late Flight. RT “@JetBlue: Our fleet's on fleek. http://t.co/nJ5Ga1gds5”
569948808320315392,neutral,Who did this?!?!“@JetBlue: Our fleet's on fleek. http://t.co/kHZrCCyp2A”
569948710370717696,negative,This shits gotta stop RT @JetBlue: Our fleet's on fleek. http://t.co/PEQ90pqMpp
569948686228295681,positive,@JetBlue true. Maybe. Wish I had expedited security haha
569948353003446274,neutral,@JetBlue i hate the internet lol
569948345583562752,positive,Why “@JetBlue: Our fleet's on fleek. http://t.co/a7NvbJ8ipx”
569948225278480384,negative,"C'mon, this is worse than JetBae. RT @JetBlue Our fleet's on fleek. https://t.co/yZXfe7au22"
569948212607393792,neutral,Welllllll.... RT @JetBlue: Our fleet's on fleek. http://t.co/dHHomG2kiX
569948131397410816,neutral,“@JetBlue: Our fleet's on fleek. http://t.co/gHJBp5Gg67” why
569947823426441216,neutral,Peak #Caucasity RT @JetBlue Our fleet's on fleek. http://t.co/cSNRPVY9b9
569947699471974400,negative,I hate you all. RT @JetBlue: Our fleet's on fleek. http://t.co/uTdfqF5WPA
569947618413031424,positive,Power Moves RT @JetBlue: Our fleet's on fleek. http://t.co/t9s68korSN
569947518655721472,negative,Sir. RT @JetBlue: Our fleet's on fleek. http://t.co/F5IXyw8XyB
569947514633191424,negative,STOP THIS “@JetBlue: Our fleet's on fleek. http://t.co/Ac6zwmuOOn”
569947476830101504,neutral,JetBlue reading the NYTimes. “@JetBlue: Our fleet's on fleek. http://t.co/lvIrTDtqly”
569947389383065600,negative,"Stop the madness ""@JetBlue: Our fleet's on fleek. http://t.co/Q5a7jtkI5K”"
569947367203450880,neutral,@JetBlue why bro
569947357787385859,neutral,“@JetBlue: Our fleet's on fleek. http://t.co/uKM4e99Dz0” lmaoooo 😂😂😂😂
569947356428419073,neutral,.@JetBlue Delete this tweet.
569947332135018496,neutral,“@JetBlue: Our fleet's on fleek. http://t.co/y5qE9HcQzT” why.
569947331241639936,neutral,@JetBlue well duh. My grandfather just got hired as a TSA agent and currently at PWM!
569947151339429889,positive,Lmfaooo “@JetBlue: Our fleet's on fleek. http://t.co/1G9RnmYUQe”
569946477356818432,neutral,@JetBlue also. My party { me and my sister and mom} are on three separate reservations. Will TSA lets us go through together or alone.
569946372901707776,negative,@JetBlue @TatianaKing @thewayoftheid I feel only a few free travel vouchers will assuage my indignation.
569946008840491008,neutral,@JetBlue is there also a way I can get a printed one for my records? I keep them whenever I fly ;)
569945451564277760,neutral,@JetBlue window exits give it away.
569945380198203392,neutral,@JetBlue when I check in tomorrow morning for my flight on wens can I automatically add it to passbook?
569944919894327297,neutral,@JetBlue .. { it's all a320's right?}
569943785905332225,neutral,Who Okay'd this?!?! RT @JetBlue Our fleet's on fleek. http://t.co/knUVuOVhub
569942703494070272,positive,"""LOL you guys are so on it"" - me, had this been 4 months ago...“@JetBlue: Our fleet's on fleek. http://t.co/LYcARlTFHl”"
569942253365534721,positive,"@JetBlue wow, keeping up with the times..."
569941529902641153,neutral,..... Can you not? “@JetBlue: Our fleet's on fleek. http://t.co/udPq0flIQo”
569941344053018625,negative,@JetBlue You respond to complaints about cultural appropriation with more of it!?  You're  now below Spirit Airlines on my fly list.
569941314713726976,neutral,😩😩😩 “@JetBlue: Our fleet's on fleek. http://t.co/46am1BSi2G”
569940998035345408,negative,@JetBlue Not really. I have a flight to catch at 1 pm in Vegas. I'm praying I don't miss the flight!
569940702425169920,neutral,No. RT @JetBlue Our fleet's on fleek.
569940579221504001,neutral,Really ? 😑“@JetBlue: Our fleet's on fleek. http://t.co/V5QWkYXSW6”
569940226984042496,neutral,@JetBlue tell the truth - this is a pic of your social media community managers isn't it? http://t.co/e2AXlqzWvh
569939966584852480,negative,@JetBlue @martysg Spoke to Corp. Customer Support already.  Shame.  Probably a reasonable and cheaper resolution to be had.  Regards
569939932191559680,neutral,@JetBlue lol the fleet on fleek... i see yall ballin... new jets on deck..
569939924964630528,neutral,“@JetBlue: Our fleet's on fleek. http://t.co/jm4GeyXbY5”LOL
569939614175248384,negative,We didn't need this. RT @JetBlue: Our fleet's on fleek. http://t.co/cpZB285o71
569939611650166785,positive,I always look forward to JB RT @JetBlue: @bostongarden :) Looking forward to welcoming you onboard! 💙
569939532096925697,neutral,BLOCK ME BIKE RT @JetBlue: Our fleet's on fleek. http://t.co/2z3hGqPRSG
569939494465462272,negative,@JetBlue any info on why flight 704 from SJU to JFK is already delayed 2 1/2 hours?
569939458965032963,neutral,"@JetBlue Awww man...but I need to buy this ticket today and be home the 1st of March

Where do I go for this...or can you assist me ?"
569939281084583937,negative,“@JetBlue: Our fleet's on fleek. http://t.co/vw2v8GVnGq” 😐😑
569939265154617344,neutral,@JetBlue which type plane is flt 1065 from bos to rsw?
569939057247023104,neutral,😕 RT @JetBlue: Our fleet's on fleek. http://t.co/4KH92mKoTZ
569938880495026176,positive,@JetBlue toss this ticket...it's great PR and I'm sure every college student following me will be willing to rock out wit too 👀👀
569938848156930050,neutral,You know what ... RT “@JetBlue: Our fleet's on fleek. http://t.co/WJYAs2D94n”
569938845111848961,neutral,Please explain …….. “@JetBlue: Our fleet's on fleek. http://t.co/vOsIzh17sl”
569938796986433537,negative,@JetBlue I'm sick of y'all.
569938767860994048,neutral,"😒 ""@JetBlue: Our fleet's on fleek. http://t.co/K66SRFnw77”"
569938559836299264,neutral,“@JetBlue: Our fleet's on fleek. http://t.co/XASPqDsqhE”
569938470824574976,positive,“@JetBlue: Our fleet's on fleek. http://t.co/3kVkd8yRxa” + lol wow
569938450633388032,neutral,@JetBlue with 3 kids and 11 days 340 + doesn't work and it's months in advance
569938303694319616,neutral,*On the brink of bankruptcy. “@JetBlue: Our fleet's on fleek. http://t.co/01ldxn3QqQ”
569938090510454784,neutral,"@JetBlue ....you haven't got me just yet

Can a 1 way LAX-NYC cost me under 190?"
569937905872822272,neutral,X__x RT @JetBlue: Our fleet's on fleek. http://t.co/xxppZo88j1
569937891788505088,neutral,"@JetBlue Or...

....how about a 1way LAX-NYC(area) under 190?! Is this possible ?"
569937862109450240,neutral,“@JetBlue: Our fleet's on fleek. http://t.co/CXTTxV2lMP” 😒
569937767775510530,neutral,“@JetBlue: Our fleet's on fleek. http://t.co/ar0VayLmFc” Really Jet Blue? Lmao
569937722804211713,positive,Lovely! RT @JetBlue: Our fleet’s on fleek. http://t.co/Hi6Fl1AX9E
569937664964743169,neutral,@JetBlue Sent.
569937408013176832,negative,“@JetBlue: Our fleet's on fleek. http://t.co/5xGnyHGAFz” this is what I hate
569937260994564098,neutral,@JetBlue looking to for low rates bos to Vegas in Late Flight June for 3 kids and myself for a sporting event. Any deals or breaks
569937017150291968,neutral,"@JetBlue Tell me more 😳...

Because I need a 1 way to NYC, and I might choose you"
569936900804505600,neutral,RT “@JetBlue: Our fleet's on fleek. http://t.co/FRAqDPKyga” @hellobrittNEY_
569936658876862464,negative,RT @JetBlue: Our fleet's on fleek. http://t.co/NfjAuW16vZ&lt;--....😕
569936613016350720,neutral,STAHP!! 😂😂😭😭😭😭 RT @JetBlue Our fleet's on fleek. http://t.co/BM2unRaOnI
569936426902687744,neutral,“@JetBlue: Our fleet's on fleek. http://t.co/t2qBGAMfpc” this happened
569936252977451008,neutral,@JetBlue but Virgin has wifi 👀
569935956880420864,negative,Jet BOOOO 🍅🍅🍅🍅 RT @JetBlue: Our fleet's on fleek. http://t.co/0WbJAWx7xD
